pokemon_1,pokemon_2,winner,label,turns
Nidoran-M,Leavanny,Leavanny,0,2
Magby,Trubbish,Magby,1,2
Toxel,Pangoro,Pangoro,0,1
Swanna,Zapdos,Zapdos,0,1
Slowbro,Klawf,Slowbro,1,1
Trubbish,Toucannon,Toucannon,0,2
Sharpedo,Dragalge,Dragalge,0,2
Mienfoo,Roaring-Moon,Roaring-Moon,0,2
Wartortle,Iron-Thorns,Iron-Thorns,0,2
Plusle,Blaziken,Blaziken,0,1
Toxtricity-Amped,Heatmor,Toxtricity-Amped,1,2
Blastoise,Snorlax,Snorlax,0,3
Toucannon,Crocalor,Crocalor,0,2
Toxel,Diggersby,Diggersby,0,1
Grimer,Banette,Banette,0,2
Magnezone,Lokix,Magnezone,1,2
Meganium,Palkia,Palkia,0,2
Pidove,Exploud,Exploud,0,1
Unfezant,Regidrago,Regidrago,0,2
Barraskewda,Dreepy,Barraskewda,1,1
Rhydon,Inkay,Rhydon,1,1
Farigiraf,Deino,Farigiraf,1,1
Yanmega,Blastoise,Blastoise,0,2
Foongus,Sandygast,Foongus,1,1
Rabsca,Anorith,Rabsca,1,1
Purugly,Kubfu,Kubfu,0,1
Chewtle,Lunala,Lunala,0,1
Dustox,Salazzle,Salazzle,0,1
Gigalith,Morelull,Gigalith,1,1
Deerling,Whiscash,Deerling,1,2
Pansage,Jangmo-O,Pansage,1,2
Shaymin-Land,Exeggcute,Shaymin-Land,1,1
Fearow,Cramorant,Fearow,1,2
Zebstrika,Cranidos,Zebstrika,1,2
Munkidori,Silcoon,Munkidori,1,1
Dwebble,Suicune,Suicune,0,1
Darumaka,Glameow,Darumaka,1,2
Silcoon,Wiglett,Silcoon,1,1
Charmander,Gothorita,Gothorita,0,2
Simipour,Zweilous,Simipour,1,2
Walking-Wake,Simisage,Walking-Wake,1,2
Minun,Emolga,Minun,1,2
Slugma,Anorith,Anorith,0,1
Maschiff,Dialga,Dialga,0,1
Sinistea,Meganium,Meganium,0,2
Diancie,Cacturne,Diancie,1,1
Gigalith,Zigzagoon,Gigalith,1,1
Mandibuzz,Mime-Jr,Mandibuzz,1,1
Tentacool,Haxorus,Haxorus,0,1
Seedot,Iron-Jugulis,Iron-Jugulis,0,1
Grookey,Kingler,Kingler,0,2
Basculegion-Male,Shellos,Basculegion-Male,1,2
Talonflame,Parasect,Talonflame,1,1
Altaria,Lilligant,Lilligant,0,2
Minccino,Dragalge,Dragalge,0,1
Coalossal,Vikavolt,Coalossal,1,2
Zarude,Porygon2,Porygon2,0,3
Spritzee,Shroodle,Shroodle,0,2
Linoone,Stonjourner,Stonjourner,0,2
Sandy-Shocks,Bounsweet,Sandy-Shocks,1,1
Zebstrika,Palossand,Palossand,0,2
Dracovish,Sandygast,Dracovish,1,1
Koraidon,Bellossom,Koraidon,1,3
Gulpin,Samurott,Samurott,0,2
Karrablast,Shiinotic,Shiinotic,0,1
Froakie,Totodile,Totodile,0,2
Marshtomp,Bayleef,Bayleef,0,1
Exeggutor,Sobble,Exeggutor,1,1
Maractus,Litwick,Litwick,0,2
Fearow,Toxtricity-Amped,Toxtricity-Amped,0,1
Dratini,Watchog,Watchog,0,1
Decidueye,Noivern,Decidueye,1,1
Bellsprout,Seedot,Bellsprout,1,1
Xerneas,Snivy,Xerneas,1,1
Galvantula,Diggersby,Galvantula,1,3
Mimikyu-Disguised,Quaquaval,Mimikyu-Disguised,1,3
Pancham,Typhlosion,Typhlosion,0,2
Darkrai,Bounsweet,Darkrai,1,1
Froakie,Sawsbuck,Sawsbuck,0,1
Snover,Alomomola,Alomomola,0,3
Blacephalon,Centiskorch,Blacephalon,1,3
Raikou,Espeon,Raikou,1,3
Hypno,Boldore,Hypno,1,2
Gligar,Victreebel,Victreebel,0,1
Sandile,Pawniard,Sandile,1,1
Sandaconda,Kyogre,Kyogre,0,1
Tapu-Bulu,Clawitzer,Tapu-Bulu,1,2
Carbink,Klink,Klink,0,2
Seismitoad,Greavard,Seismitoad,1,2
Buizel,Quaxly,Quaxly,0,2
Darkrai,Tapu-Koko,Tapu-Koko,0,2
Shelgon,Trubbish,Shelgon,1,2
Ferroseed,Cubone,Cubone,0,3
Carkol,Gastrodon,Gastrodon,0,1
Sharpedo,Vikavolt,Vikavolt,0,1
Dachsbun,Sewaddle,Dachsbun,1,2
Toxapex,Linoone,Toxapex,1,3
Armarouge,Gholdengo,Armarouge,1,2
Nuzleaf,Ekans,Ekans,0,1
Ursaluna,Stoutland,Ursaluna,1,3
Regice,Dachsbun,Regice,1,2
Simisear,Durant,Simisear,1,1
Golem,Mime-Jr,Golem,1,1
Zamazenta,Foongus,Zamazenta,1,2
Passimian,Rotom,Rotom,0,3
Typhlosion,Regigigas,Regigigas,0,2
Caterpie,Kabuto,Kabuto,0,1
Tapu-Lele,Mawile,Tapu-Lele,1,2
Cacturne,Zigzagoon,Cacturne,1,1
Diggersby,Azurill,Diggersby,1,2
Vanillish,Sinistcha,Sinistcha,0,2
Drakloak,Stunfisk,Stunfisk,0,2
Spheal,Mismagius,Mismagius,0,3
Metang,Leafeon,Metang,1,3
Snubbull,Dewott,Dewott,0,2
Minior-Red-Meteor,Cubchoo,Minior-Red-Meteor,1,1
Arcanine,Seismitoad,Seismitoad,0,2
Alakazam,Zarude,Zarude,0,2
Whismur,Dialga,Dialga,0,1
Croagunk,Blissey,Croagunk,1,1
Iron-Crown,Xatu,Iron-Crown,1,2
Stunky,Glalie,Glalie,0,2
Krokorok,Lumineon,Lumineon,0,1
Grubbin,Jangmo-O,Grubbin,1,2
Beheeyem,Chimecho,Beheeyem,1,4
Mantyke,Orthworm,Orthworm,0,2
Zubat,Volbeat,Volbeat,0,1
Toxel,Stoutland,Stoutland,0,1
Tinkaton,Absol,Tinkaton,1,2
Baxcalibur,Steelix,Baxcalibur,1,3
Nacli,Cranidos,Cranidos,0,2
Morgrem,Spinarak,Morgrem,1,1
Cramorant,Torterra,Cramorant,1,2
Grovyle,Giratina-Altered,Giratina-Altered,0,1
Shelmet,Tinkatuff,Tinkatuff,0,3
Krabby,Dipplin,Dipplin,0,1
Victini,Varoom,Victini,1,1
Wooloo,Wartortle,Wartortle,0,2
Sewaddle,Totodile,Totodile,0,2
Maractus,Phione,Phione,0,2
Oddish,Gothitelle,Gothitelle,0,1
Golett,Dustox,Dustox,0,2
Zigzagoon,Corvisquire,Corvisquire,0,1
Tinkaton,Chingling,Tinkaton,1,2
Grookey,Chespin,Grookey,1,2
Alakazam,Fezandipiti,Alakazam,1,2
Spiritomb,Zygarde-50,Spiritomb,1,2
Natu,Politoed,Politoed,0,1
Varoom,Latios,Latios,0,1
Pawmo,Scatterbug,Pawmo,1,1
Grumpig,Kabuto,Grumpig,1,1
Mimikyu-Disguised,Mismagius,Mimikyu-Disguised,1,1
Munchlax,Spritzee,Munchlax,1,3
Pincurchin,Togedemaru,Togedemaru,0,3
Kingler,Surskit,Kingler,1,1
Clodsire,Emolga,Clodsire,1,2
Pangoro,Mothim,Mothim,0,2
Garchomp,Chikorita,Garchomp,1,2
Heatmor,Umbreon,Umbreon,0,4
Excadrill,Pikipek,Excadrill,1,1
Tangela,Lugia,Lugia,0,1
Torterra,Flittle,Torterra,1,1
Tatsugiri-Curly,Crocalor,Tatsugiri-Curly,1,1
Chi-Yu,Falinks,Falinks,0,1
Espathra,Pidgeot,Espathra,1,2
Gorebyss,Chinchou,Chinchou,0,2
Joltik,Grookey,Joltik,1,1
Salamence,Natu,Salamence,1,1
Carbink,Mothim,Carbink,1,1
Nincada,Hippowdon,Hippowdon,0,1
Delphox,Pidgeotto,Delphox,1,1
Buzzwole,Meganium,Buzzwole,1,2
Totodile,Mightyena,Mightyena,0,2
Steenee,Tentacool,Tentacool,0,2
Tauros,Malamar,Tauros,1,3
Nidoqueen,Iron-Leaves,Nidoqueen,1,2
Finneon,Rhydon,Finneon,1,1
Seviper,Articuno,Articuno,0,2
Fennekin,Cubchoo,Fennekin,1,1
Unown,Vanillish,Vanillish,0,2
Linoone,Snivy,Linoone,1,2
Thundurus-Incarnate,Chi-Yu,Thundurus-Incarnate,1,2
Dudunsparce-Two-Segment,Vullaby,Dudunsparce-Two-Segment,1,2
Toucannon,Beheeyem,Toucannon,1,2
Xurkitree,Alakazam,Alakazam,0,2
Snorlax,Thwackey,Snorlax,1,2
Fezandipiti,Roselia,Fezandipiti,1,1
Koraidon,Clauncher,Koraidon,1,1
Sobble,Houndour,Sobble,1,1
Seaking,Gholdengo,Gholdengo,0,4
Cramorant,Great-Tusk,Great-Tusk,0,2
Kommo-O,Lombre,Kommo-O,1,2
Klinklang,Jangmo-O,Klinklang,1,1
Budew,Sandy-Shocks,Sandy-Shocks,0,1
Krokorok,Passimian,Passimian,0,1
Entei,Blipbug,Entei,1,1
Pineco,Impidimp,Pineco,1,1
Iron-Leaves,Litleo,Iron-Leaves,1,2
Dottler,Porygon-Z,Porygon-Z,0,2
Skwovet,Xerneas,Xerneas,0,1
Slakoth,Wurmple,Slakoth,1,2
Elgyem,Dustox,Dustox,0,2
Raichu,Kabutops,Raichu,1,1
Jynx,Tinkaton,Tinkaton,0,1
Miraidon,Wiglett,Miraidon,1,1
Blissey,Umbreon,Umbreon,0,3
Aromatisse,Sentret,Aromatisse,1,1
Shinx,Chi-Yu,Chi-Yu,0,1
Quaquaval,Shellos,Quaquaval,1,2
Quaxwell,Magikarp,Quaxwell,1,1
Kabuto,Ponyta,Kabuto,1,1
Kommo-O,Cottonee,Kommo-O,1,1
Reshiram,Sunkern,Reshiram,1,1
Lopunny,Vileplume,Vileplume,0,3
Terapagos,Granbull,Granbull,0,4
Kecleon,Dragonair,Kecleon,1,2
Larvitar,Crocalor,Crocalor,0,1
Silcoon,Tandemaus,Tandemaus,0,2
Loudred,Ferrothorn,Ferrothorn,0,2
Keldeo-Ordinary,Tyranitar,Keldeo-Ordinary,1,2
Magmortar,Rhyhorn,Magmortar,1,1
Arctozolt,Chien-Pao,Arctozolt,1,2
Oddish,Drednaw,Drednaw,0,1
Appletun,Quilava,Quilava,0,2
Zorua,Magmortar,Magmortar,0,1
Tapu-Fini,Iron-Bundle,Tapu-Fini,1,2
Regidrago,Skrelp,Regidrago,1,2
Nidoking,Mr-Rime,Mr-Rime,0,2
Beartic,Ducklett,Beartic,1,2
Bergmite,Castform,Bergmite,1,2
Weezing,Forretress,Forretress,0,4
Sentret,Dragonair,Dragonair,0,1
Iron-Moth,Herdier,Iron-Moth,1,2
Burmy,Tympole,Tympole,0,2
Corviknight,Clauncher,Corviknight,1,2
Togetic,Pidove,Togetic,1,1
Starmie,Regice,Regice,0,4
Golduck,Spidops,Golduck,1,3
Flareon,Nidoqueen,Nidoqueen,0,1
Tinkaton,Charjabug,Tinkaton,1,3
Surskit,Ditto,Surskit,1,2
Psyduck,Sableye,Psyduck,1,2
Vanillite,Munchlax,Munchlax,0,1
Charcadet,Dedenne,Dedenne,0,1
Cherubi,Sunkern,Cherubi,1,1
Toucannon,Rotom,Rotom,0,2
Mimikyu-Disguised,Fomantis,Mimikyu-Disguised,1,1
Bagon,Polteageist,Polteageist,0,1
Beheeyem,Sunflora,Beheeyem,1,2
Skrelp,Dratini,Skrelp,1,2
Dracovish,Basculegion-Male,Basculegion-Male,0,4
Carbink,Torterra,Torterra,0,2
Kommo-O,Tirtouga,Kommo-O,1,2
Chimecho,Murkrow,Chimecho,1,1
Garganacl,Vullaby,Garganacl,1,2
Volcanion,Yamask,Volcanion,1,1
Crobat,Arceus,Arceus,0,2
Altaria,Sceptile,Sceptile,0,2
Bewear,Passimian,Passimian,0,2
Comfey,Skrelp,Skrelp,0,2
Rhydon,Grovyle,Grovyle,0,1
Alakazam,Grotle,Alakazam,1,2
Tinkatuff,Sandaconda,Sandaconda,0,1
Exeggutor,Timburr,Exeggutor,1,1
Floette,Lokix,Floette,1,1
Rufflet,Mismagius,Mismagius,0,1
Kingdra,Ninjask,Kingdra,1,1
Rellor,Natu,Natu,0,1
Vullaby,Fuecoco,Vullaby,1,3
Hitmonlee,Manectric,Hitmonlee,1,2
Arceus,Koraidon,Koraidon,0,3
Wartortle,Crocalor,Wartortle,1,2
Bibarel,Skiploom,Bibarel,1,1
Vigoroth,Hitmontop,Hitmontop,0,2
Slakoth,Basculegion-Male,Basculegion-Male,0,2
Tapu-Fini,Cosmoem,Tapu-Fini,1,3
Weezing,Applin,Weezing,1,1
Chansey,Beldum,Beldum,0,1
Amoonguss,Bidoof,Amoonguss,1,2
Tornadus-Incarnate,Stoutland,Tornadus-Incarnate,1,3
Swampert,Brute-Bonnet,Brute-Bonnet,0,2
Sirfetchd,Amaura,Sirfetchd,1,1
Mankey,Quagsire,Quagsire,0,1
Mamoswine,Tapu-Koko,Mamoswine,1,1
Zarude,Rotom,Zarude,1,1
Basculegion-Male,Toxicroak,Basculegion-Male,1,2
Vaporeon,Spidops,Vaporeon,1,2
Gliscor,Sandaconda,Sandaconda,0,2
Wailmer,Kakuna,Wailmer,1,1
Iron-Treads,Blastoise,Blastoise,0,2
Magearna,Tinkatink,Magearna,1,1
Murkrow,Swadloon,Murkrow,1,1
Flapple,Elgyem,Elgyem,0,1
Eevee,Oinkologne-Male,Oinkologne-Male,0,2
Shelgon,Pawmi,Shelgon,1,1
Fennekin,Celebi,Celebi,0,2
Flabebe,Drifloon,Drifloon,0,2
Poipole,Sandile,Poipole,1,1
Spearow,Fomantis,Spearow,1,1
Delcatty,Slowbro,Slowbro,0,2
Meowscarada,Cradily,Cradily,0,3
Regieleki,Kecleon,Kecleon,0,2
Glameow,Audino,Audino,0,2
Nidorina,Pangoro,Pangoro,0,3
Glalie,Togetic,Glalie,1,2
Ledyba,Type-Null,Type-Null,0,1
Pansage,Krabby,Pansage,1,1
Golett,Bonsly,Golett,1,2
Axew,Marowak,Marowak,0,2
Mismagius,Eiscue-Ice,Eiscue-Ice,0,4
Skrelp,Greedent,Greedent,0,2
Skarmory,Ducklett,Skarmory,1,2
Scream-Tail,Tynamo,Scream-Tail,1,1
Geodude,Shuppet,Shuppet,0,1
Illumise,Delphox,Delphox,0,1
Suicune,Haunter,Suicune,1,2
Charmeleon,Grapploct,Grapploct,0,2
Clamperl,Mew,Mew,0,1
Stonjourner,Breloom,Breloom,0,1
Trumbeak,Iron-Treads,Iron-Treads,0,1
Palpitoad,Tinkatink,Palpitoad,1,1
Pawmi,Dratini,Dratini,0,1
Monferno,Spinda,Monferno,1,1
Crustle,Noibat,Crustle,1,1
Metang,Morelull,Metang,1,1
Machoke,Tentacool,Machoke,1,1
Quagsire,Raboot,Quagsire,1,1
Pikipek,Tinkatink,Tinkatink,0,1
Croagunk,Phanpy,Phanpy,0,1
Togedemaru,Budew,Togedemaru,1,1
Quaxwell,Mismagius,Mismagius,0,3
Tirtouga,Tapu-Koko,Tapu-Koko,0,1
Klink,Slurpuff,Slurpuff,0,3
Rabsca,Trapinch,Rabsca,1,1
Iron-Leaves,Electrike,Iron-Leaves,1,1
Flapple,Landorus-Incarnate,Landorus-Incarnate,0,1
Snover,Happiny,Snover,1,1
Vespiquen,Cacnea,Vespiquen,1,1
Grotle,Binacle,Grotle,1,1
Grookey,Dipplin,Dipplin,0,1
Ho-Oh,Ekans,Ho-Oh,1,1
Flabebe,Scyther,Scyther,0,1
Melmetal,Iron-Treads,Iron-Treads,0,4
Alomomola,Staryu,Alomomola,1,2
Poipole,Wo-Chien,Wo-Chien,0,2
Gurdurr,Crobat,Crobat,0,2
Palafin-Zero,Walrein,Walrein,0,6
Arceus,Sewaddle,Arceus,1,1
Pachirisu,Wimpod,Pachirisu,1,1
Machamp,Nidoran-F,Machamp,1,2
Spheal,Slakoth,Spheal,1,2
Bewear,Volcanion,Volcanion,0,3
Hawlucha,Porygon-Z,Hawlucha,1,2
Brionne,Blaziken,Blaziken,0,2
Greedent,Wingull,Greedent,1,1
Probopass,Electrode,Probopass,1,3
Rhyhorn,Bulbasaur,Bulbasaur,0,1
Pangoro,Electivire,Pangoro,1,2
Bramblin,Houndstone,Houndstone,0,1
Archaludon,Frigibax,Archaludon,1,1
Munna,Glimmet,Munna,1,1
Tsareena,Rampardos,Tsareena,1,2
Flygon,Blissey,Flygon,1,2
Garganacl,Heatran,Heatran,0,3
Magikarp,Nidoqueen,Nidoqueen,0,1
Trumbeak,Solosis,Trumbeak,1,1
Garchomp,Spinda,Garchomp,1,2
Luxray,Sneasel,Luxray,1,2
Falinks,Gothitelle,Gothitelle,0,1
Toedscool,Arctibax,Arctibax,0,1
Whismur,Lechonk,Lechonk,0,2
Rhyhorn,Delcatty,Delcatty,0,2
Morpeko-Full-Belly,Cursola,Cursola,0,2
Cyndaquil,Huntail,Huntail,0,1
Wooloo,Dreepy,Wooloo,1,1
Foongus,Tapu-Fini,Tapu-Fini,0,2
Sunkern,Hitmonlee,Hitmonlee,0,1
Phione,Galvantula,Galvantula,0,2
Skwovet,Hippowdon,Hippowdon,0,2
Vanilluxe,Blacephalon,Blacephalon,0,1
Landorus-Incarnate,Salandit,Landorus-Incarnate,1,1
Deerling,Chimchar,Deerling,1,2
Jangmo-O,Reuniclus,Reuniclus,0,1
Dedenne,Zebstrika,Zebstrika,0,3
Nihilego,Barbaracle,Barbaracle,0,3
Rufflet,Blipbug,Rufflet,1,1
Seel,Smoochum,Seel,1,1
Whiscash,Chingling,Whiscash,1,2
Ribombee,Volbeat,Ribombee,1,3
Deoxys-Normal,Marshadow,Marshadow,0,1
Whimsicott,Carvanha,Whimsicott,1,1
Magmar,Hitmonlee,Magmar,1,2
Aromatisse,Krookodile,Aromatisse,1,2
Vivillon,Swampert,Swampert,0,2
Shelmet,Beartic,Beartic,0,2
Suicune,Dubwool,Suicune,1,3
Tatsugiri-Curly,Darkrai,Darkrai,0,2
Jigglypuff,Sharpedo,Sharpedo,0,2
Cetoddle,Vespiquen,Vespiquen,0,3
Toxtricity-Amped,Surskit,Toxtricity-Amped,1,1
Vibrava,Natu,Natu,0,1
Persian,Orbeetle,Orbeetle,0,3
Trubbish,Munchlax,Munchlax,0,2
Wo-Chien,Glimmet,Wo-Chien,1,2
Sentret,Kabuto,Kabuto,0,1
Grapploct,Snorlax,Grapploct,1,2
Bellibolt,Tropius,Bellibolt,1,2
Duskull,Snorlax,Snorlax,0,2
Litleo,Weezing,Weezing,0,2
Piloswine,Victini,Victini,0,2
Toedscool,Golbat,Golbat,0,1
Piplup,Boltund,Boltund,0,1
Hattrem,Hippopotas,Hattrem,1,2
Growlithe,Glalie,Glalie,0,2
Snivy,Cinccino,Cinccino,0,2
Hatterene,Parasect,Hatterene,1,1
Wingull,Probopass,Probopass,0,1
Pawniard,Samurott,Samurott,0,1
Armaldo,Arboliva,Armaldo,1,2
Electrike,Marshadow,Marshadow,0,1
Reuniclus,Diggersby,Reuniclus,1,2
Eelektross,Cherubi,Eelektross,1,1
Golbat,Tangela,Golbat,1,2
Pincurchin,Masquerain,Pincurchin,1,2
Drampa,Incineroar,Incineroar,0,3
Caterpie,Seel,Seel,0,1
Florges,Iron-Treads,Iron-Treads,0,1
Servine,Zangoose,Zangoose,0,2
Flamigo,Azurill,Flamigo,1,1
Heracross,Forretress,Forretress,0,3
Gogoat,Castform,Gogoat,1,2
Combee,Wigglytuff,Wigglytuff,0,1
Miltank,Registeel,Registeel,0,5
Lurantis,Grapploct,Grapploct,0,3
Boltund,Cherubi,Boltund,1,1
Shiftry,Munchlax,Munchlax,0,3
Cinderace,Drilbur,Cinderace,1,2
Xatu,Spewpa,Xatu,1,1
Igglybuff,Suicune,Suicune,0,1
Salazzle,Flittle,Salazzle,1,1
Shuckle,Masquerain,Masquerain,0,3
Hippopotas,Araquanid,Araquanid,0,2
Barraskewda,Quaxwell,Barraskewda,1,3
Great-Tusk,Polteageist,Great-Tusk,1,2
Iron-Bundle,Ditto,Iron-Bundle,1,1
Diggersby,Glameow,Diggersby,1,2
Glastrier,Mudkip,Glastrier,1,2
Goomy,Porygon2,Porygon2,0,1
Haunter,Klefki,Klefki,0,2
Braviary,Gouging-Fire,Gouging-Fire,0,4
Nidorino,Blipbug,Nidorino,1,1
Poliwrath,Ponyta,Poliwrath,1,1
Flutter-Mane,Pansage,Flutter-Mane,1,1
Crabrawler,Sobble,Sobble,0,2
Fomantis,Umbreon,Umbreon,0,1
Blissey,Snorunt,Snorunt,0,2
Basculin-Red-Striped,Zoroark,Zoroark,0,2
Zacian,Groudon,Groudon,0,3
Barbaracle,Giratina-Altered,Giratina-Altered,0,3
Primeape,Delibird,Primeape,1,1
Pansear,Honchkrow,Honchkrow,0,1
Zeraora,Ogerpon,Zeraora,1,3
Iron-Bundle,Zygarde-50,Iron-Bundle,1,1
Spoink,Glalie,Glalie,0,2
Electabuzz,Fletchinder,Electabuzz,1,1
Slowking,Cramorant,Slowking,1,3
Ogerpon,Porygon,Ogerpon,1,3
Sobble,Pawmot,Pawmot,0,1
Rookidee,Lickilicky,Lickilicky,0,1
Slakoth,Pecharunt,Pecharunt,0,2
Cofagrigus,Torkoal,Torkoal,0,3
Kirlia,Spectrier,Spectrier,0,1
Graveler,Pidgeot,Pidgeot,0,1
Venonat,Avalugg,Avalugg,0,2
Annihilape,Ekans,Annihilape,1,1
Zoroark,Gimmighoul,Zoroark,1,1
Linoone,Remoraid,Linoone,1,1
Farfetchd,Floatzel,Floatzel,0,2
Prinplup,Dipplin,Dipplin,0,1
Drampa,Lechonk,Drampa,1,1
Wobbuffet,Celebi,Celebi,0,5
Frillish-Male,Pansage,Pansage,0,2
Terapagos,Baltoy,Terapagos,1,2
Florges,Accelgor,Florges,1,2
Crustle,Marowak,Crustle,1,3
Budew,Hoothoot,Hoothoot,0,1
Golett,Mantyke,Mantyke,0,1
Yungoos,Dolliv,Dolliv,0,1
Brute-Bonnet,Cleffa,Brute-Bonnet,1,1
Gyarados,Fennekin,Gyarados,1,1
Medicham,Ditto,Medicham,1,1
Greedent,Cetitan,Cetitan,0,4
Jellicent-Male,Iron-Boulder,Iron-Boulder,0,3
Okidogi,Mandibuzz,Mandibuzz,0,3
Lanturn,Sobble,Lanturn,1,1
Shellos,Bayleef,Bayleef,0,2
Linoone,Kecleon,Linoone,1,3
Terrakion,Dewpider,Terrakion,1,1
Snorlax,Orbeetle,Snorlax,1,3
Ursaluna,Wyrdeer,Ursaluna,1,3
Ariados,Bewear,Bewear,0,2
Claydol,Gimmighoul,Claydol,1,2
Buizel,Primeape,Primeape,0,1
Flamigo,Vigoroth,Flamigo,1,2
Sawsbuck,Silcoon,Sawsbuck,1,2
Slurpuff,Basculegion-Male,Basculegion-Male,0,3
Tadbulb,Charmander,Charmander,0,2
Glimmora,Xurkitree,Xurkitree,0,2
Shuppet,Seviper,Seviper,0,1
Annihilape,Kabutops,Annihilape,1,2
Oinkologne-Male,Sunflora,Oinkologne-Male,1,2
Zoroark,Vanilluxe,Vanilluxe,0,2
Drilbur,Corvisquire,Corvisquire,0,2
Stunfisk,Klawf,Stunfisk,1,2
Iron-Leaves,Sandaconda,Iron-Leaves,1,2
Wobbuffet,Klink,Wobbuffet,1,6
Misdreavus,Nidoking,Nidoking,0,2
Helioptile,Furret,Furret,0,1
Clefable,Squirtle,Clefable,1,2
Fennekin,Silvally,Silvally,0,1
Walrein,Kabutops,Kabutops,0,2
Iron-Thorns,Lunala,Lunala,0,3
Melmetal,Toxapex,Melmetal,1,3
Mew,Popplio,Mew,1,2
Jigglypuff,Aerodactyl,Aerodactyl,0,1
Cufant,Banette,Banette,0,2
Munchlax,Popplio,Munchlax,1,2
Clefairy,Sableye,Sableye,0,2
Sizzlipede,Pachirisu,Pachirisu,0,3
Morgrem,Hoopa,Morgrem,1,2
Drifloon,Morgrem,Morgrem,0,1
Bidoof,Dugtrio,Dugtrio,0,1
Sneasel,Meowth,Sneasel,1,1
Starly,Snover,Snover,0,1
Silicobra,Quagsire,Quagsire,0,1
Grimmsnarl,Morelull,Grimmsnarl,1,1
Cyclizar,Noivern,Noivern,0,1
Dachsbun,Wailmer,Wailmer,0,3
Morpeko-Full-Belly,Crustle,Crustle,0,1
Thievul,Crustle,Crustle,0,1
Seaking,Panpour,Seaking,1,2
Fuecoco,Reuniclus,Reuniclus,0,1
Greedent,Arctozolt,Arctozolt,0,4
Vullaby,Sandaconda,Sandaconda,0,2
Mudkip,Escavalier,Escavalier,0,1
Xerneas,Swalot,Xerneas,1,4
Swadloon,Ursaluna,Ursaluna,0,2
Celebi,Fomantis,Celebi,1,1
Oricorio-Baile,Umbreon,Umbreon,0,4
Espathra,Chatot,Espathra,1,1
Cascoon,Latios,Latios,0,1
Wugtrio,Cramorant,Cramorant,0,1
Granbull,Crustle,Crustle,0,3
Slugma,Luvdisc,Luvdisc,0,1
Haunter,Baxcalibur,Baxcalibur,0,2
Mew,Meowscarada,Mew,1,2
Minior-Red-Meteor,Maschiff,Minior-Red-Meteor,1,3
Urshifu-Single-Strike,Gurdurr,Gurdurr,0,2
Beedrill,Meditite,Beedrill,1,1
Brambleghast,Remoraid,Brambleghast,1,1
Krokorok,Budew,Krokorok,1,1
Gabite,Suicune,Suicune,0,1
Anorith,Glameow,Anorith,1,1
Chesnaught,Meditite,Chesnaught,1,1
Bewear,Type-Null,Bewear,1,2
Unfezant,Amaura,Amaura,0,2
Sneasler,Foongus,Sneasler,1,1
Rookidee,Tinkatink,Tinkatink,0,2
Pawmi,Grovyle,Grovyle,0,1
Gumshoos,Krokorok,Gumshoos,1,2
Oranguru,Nidoqueen,Oranguru,1,2
Bewear,Bergmite,Bewear,1,1
Samurott,Noivern,Samurott,1,1
Squirtle,Kleavor,Kleavor,0,1
Meganium,Zubat,Meganium,1,1
Kricketot,Regice,Regice,0,1
Mime-Jr,Gloom,Gloom,0,1
Honchkrow,Xerneas,Xerneas,0,1
Groudon,Seel,Groudon,1,1
Elekid,Celesteela,Celesteela,0,1
Crabominable,Golem,Crabominable,1,2
Caterpie,Sentret,Caterpie,1,2
Abra,Toedscool,Abra,1,1
Sinistea,Tinkatink,Tinkatink,0,2
Breloom,Chatot,Chatot,0,1
Lumineon,Brionne,Lumineon,1,4
Reuniclus,Archen,Reuniclus,1,1
Finizen,Wailmer,Wailmer,0,3
Pikachu,Spidops,Spidops,0,1
Cresselia,Politoed,Cresselia,1,5
Dachsbun,Chinchou,Dachsbun,1,3
Probopass,Bergmite,Probopass,1,2
Claydol,Mankey,Claydol,1,1
Doublade,Ho-Oh,Ho-Oh,0,1
Turtonator,Prinplup,Prinplup,0,3
Ursaluna,Shiinotic,Ursaluna,1,2
Spheal,Garganacl,Garganacl,0,1
Dragalge,Buizel,Dragalge,1,1
Servine,Poliwhirl,Servine,1,2
Pupitar,Cutiefly,Pupitar,1,1
Kangaskhan,Chimchar,Kangaskhan,1,1
Girafarig,Dugtrio,Girafarig,1,1
Liepard,Braixen,Liepard,1,2
Jellicent-Male,Solgaleo,Solgaleo,0,4
Alakazam,Simisage,Alakazam,1,2
Glameow,Mudbray,Mudbray,0,1
Cottonee,Leafeon,Leafeon,0,2
Tinkatuff,Celesteela,Celesteela,0,2
Ariados,Glimmora,Glimmora,0,2
Lillipup,Sprigatito,Sprigatito,0,2
Koffing,Dewott,Dewott,0,1
Gossifleur,Tinkaton,Tinkaton,0,1
Pineco,Tirtouga,Tirtouga,0,2
Kecleon,Scream-Tail,Scream-Tail,0,4
Smoliv,Wobbuffet,Wobbuffet,0,2
Bastiodon,Mantine,Mantine,0,2
Linoone,Cufant,Cufant,0,3
Kecleon,Dragonair,Kecleon,1,2
Nidoking,Lopunny,Nidoking,1,3
Nidorina,Moltres,Moltres,0,2
Tadbulb,Weezing,Weezing,0,2
Sealeo,Bergmite,Sealeo,1,2
Zigzagoon,Sharpedo,Sharpedo,0,1
Lunala,Haxorus,Lunala,1,2
Dedenne,Finneon,Dedenne,1,1
