name,type1,type2,hp,attack,defense,sp_atk,sp_def,speed,sprite_url
Vivillon,bug,flying,80,52,50,90,50,89,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
Litleo,fire,normal,62,50,58,73,54,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
Pyroar-Male,fire,normal,86,68,72,109,66,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
Flabebe,fairy,,44,38,39,61,79,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
Floette,fairy,,54,45,47,75,98,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
Florges,fairy,,78,65,68,112,154,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
Skiddo,grass,,66,65,48,62,57,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
Gogoat,grass,,123,100,62,97,81,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
Pancham,fighting,,67,82,62,46,48,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
Pangoro,fighting,dark,95,124,78,69,71,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
Furfrou,normal,,75,80,60,65,90,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
Espurr,psychic,,62,48,54,63,60,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
Meowstic-Male,psychic,,74,48,76,83,81,104,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
Honedge,steel,ghost,45,80,100,35,37,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
Doublade,steel,ghost,59,110,150,45,49,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
Aegislash-Shield,steel,ghost,60,50,140,50,140,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
Spritzee,fairy,,78,52,60,63,65,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
Aromatisse,fairy,,101,72,72,99,89,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
Swirlix,fairy,,62,48,66,59,57,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
Slurpuff,fairy,,82,80,86,85,75,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
Inkay,dark,psychic,53,54,53,37,46,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
Malamar,dark,psychic,86,92,88,68,75,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
Binacle,rock,water,42,52,67,39,56,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
Barbaracle,rock,water,72,105,115,54,86,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
Skrelp,poison,water,50,60,60,60,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
Dragalge,poison,dragon,65,75,90,97,123,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
Clauncher,water,,50,53,62,58,63,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
Clawitzer,water,,71,73,88,120,89,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
Helioptile,electric,normal,44,38,33,61,43,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
Heliolisk,electric,normal,62,55,52,109,94,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
Tyrunt,rock,dragon,58,89,77,45,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
Tyrantrum,rock,dragon,82,121,119,69,59,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
Amaura,rock,ice,77,59,50,67,63,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
Aurorus,rock,ice,123,77,72,99,92,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
Sylveon,fairy,,95,65,65,110,130,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
Hawlucha,fighting,flying,78,92,75,74,63,118,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
Dedenne,electric,fairy,67,58,57,81,67,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
Carbink,rock,fairy,50,50,150,50,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
Goomy,dragon,,45,50,35,55,75,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
Sliggoo,dragon,,68,75,53,83,113,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
Goodra,dragon,,90,100,70,110,150,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
Klefki,steel,fairy,57,80,91,80,87,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
Phantump,ghost,grass,43,70,48,50,60,38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
Trevenant,ghost,grass,85,110,76,65,82,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
Pumpkaboo-Average,ghost,grass,49,66,70,44,55,51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
Gourgeist-Average,ghost,grass,65,90,122,58,75,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
Bergmite,ice,,55,69,85,32,35,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
Avalugg,ice,,95,117,184,44,46,28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
Noibat,flying,dragon,40,30,35,45,40,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
Noivern,flying,dragon,85,70,80,97,80,123,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
Xerneas,fairy,,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
Yveltal,dark,flying,126,131,95,131,98,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
Zygarde-50,dragon,ground,108,100,121,81,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
Diancie,rock,fairy,50,100,150,100,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
Hoopa,psychic,ghost,80,110,60,150,130,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
Volcanion,fire,water,80,110,120,130,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
Rowlet,grass,flying,68,55,55,50,50,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png
Dartrix,grass,flying,78,75,75,70,70,52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png
Decidueye,grass,ghost,78,107,75,100,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png
Litten,fire,,45,65,40,60,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png
Torracat,fire,,65,85,50,80,50,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png
Incineroar,fire,dark,95,115,90,80,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png
Popplio,water,,50,54,54,66,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png
Brionne,water,,60,69,69,91,81,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png
Primarina,water,fairy,80,74,74,126,116,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png
Pikipek,normal,flying,35,75,30,30,30,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png
Trumbeak,normal,flying,55,85,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png
Toucannon,normal,flying,80,120,75,75,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png
Yungoos,normal,,48,70,30,30,30,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png
Gumshoos,normal,,88,110,60,55,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png
Grubbin,bug,,47,62,45,55,45,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png
Charjabug,bug,electric,57,82,95,55,75,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png
Vikavolt,bug,electric,77,70,90,145,75,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png
Crabrawler,fighting,,47,82,57,42,47,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png
Crabominable,fighting,ice,97,132,77,62,67,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png
Oricorio-Baile,fire,flying,75,70,70,98,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png
Cutiefly,bug,fairy,40,45,40,55,40,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png
Ribombee,bug,fairy,60,55,60,95,70,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png
Rockruff,rock,,45,65,40,30,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png
Lycanroc-Midday,rock,,75,115,65,55,65,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png
Wishiwashi-Solo,water,,45,20,20,25,25,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png
Mareanie,poison,water,50,53,62,43,52,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png
Toxapex,poison,water,50,63,152,53,142,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png
Mudbray,ground,,70,100,70,45,55,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png
Mudsdale,ground,,100,125,100,55,85,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png
Dewpider,water,bug,38,40,52,40,72,27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png
Araquanid,water,bug,68,70,92,50,132,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png
Fomantis,grass,,40,55,35,50,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png
Lurantis,grass,,70,105,90,80,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png
Morelull,grass,fairy,40,35,55,65,75,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png
Shiinotic,grass,fairy,60,45,80,90,100,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png
Salandit,poison,fire,48,44,40,71,40,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png
Salazzle,poison,fire,68,64,60,111,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png
Stufful,normal,fighting,70,75,50,45,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png
Bewear,normal,fighting,120,125,80,55,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png
Bounsweet,grass,,42,30,38,30,38,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png
Steenee,grass,,52,40,48,40,48,62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png
Tsareena,grass,,72,120,98,50,98,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png
Comfey,fairy,,51,52,90,82,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png
Oranguru,normal,psychic,90,60,80,90,110,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png
Passimian,fighting,,100,120,90,40,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png
Wimpod,bug,water,25,35,40,20,30,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png
Golisopod,bug,water,75,125,140,60,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png
Sandygast,ghost,ground,55,55,80,70,45,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png
Palossand,ghost,ground,85,75,110,100,75,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png
Pyukumuku,water,,55,60,130,30,130,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png
Type-Null,normal,,95,95,95,95,95,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png
Silvally,normal,,95,95,95,95,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png
Minior-Red-Meteor,rock,flying,60,60,100,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png
Komala,normal,,65,115,65,75,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png
Turtonator,fire,dragon,60,78,135,91,85,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png
Togedemaru,electric,steel,65,98,63,40,73,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png
Mimikyu-Disguised,ghost,fairy,55,90,80,50,105,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png
Bruxish,water,psychic,68,105,70,70,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png
Drampa,normal,dragon,78,60,85,135,91,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png
Dhelmise,ghost,grass,70,131,100,86,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png
Jangmo-O,dragon,,45,55,65,45,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png
Hakamo-O,dragon,fighting,55,75,90,65,70,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png
Kommo-O,dragon,fighting,75,110,125,100,105,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png
Tapu-Koko,electric,fairy,70,115,85,95,75,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png
Tapu-Lele,psychic,fairy,70,85,75,130,115,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png
Tapu-Bulu,grass,fairy,70,130,115,85,95,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png
Tapu-Fini,water,fairy,70,75,115,95,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png
Cosmog,psychic,,43,29,31,29,31,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png
Cosmoem,psychic,,43,29,131,29,131,37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png
Solgaleo,psychic,steel,137,137,107,113,89,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png
Lunala,psychic,ghost,137,113,89,137,107,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png
Nihilego,rock,poison,109,53,47,127,131,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png
Buzzwole,bug,fighting,107,139,139,53,53,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png
Pheromosa,bug,fighting,71,137,37,137,37,151,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png
Xurkitree,electric,,83,89,71,173,71,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png
Celesteela,steel,flying,97,101,103,107,101,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png
Kartana,grass,steel,59,181,131,59,31,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png
Guzzlord,dark,dragon,223,101,53,97,53,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png
Necrozma,psychic,,97,107,101,127,89,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png
Magearna,steel,fairy,80,95,115,130,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png
Marshadow,fighting,ghost,90,125,80,90,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png
Poipole,poison,,67,73,67,73,67,73,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png
Naganadel,poison,dragon,73,73,73,127,73,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png
Stakataka,rock,steel,61,131,211,53,101,13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png
Blacephalon,fire,ghost,53,127,53,151,79,107,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png
Zeraora,electric,,88,112,75,102,80,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png
Meltan,steel,,46,65,65,55,35,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png
Melmetal,steel,,135,143,143,80,65,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png
Grookey,grass,,50,65,50,40,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png
Thwackey,grass,,70,85,70,55,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png
Rillaboom,grass,,100,125,90,60,70,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png
Scorbunny,fire,,50,71,40,40,40,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png
Raboot,fire,,65,86,60,55,60,94,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png
Cinderace,fire,,80,116,75,65,75,119,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png
Sobble,water,,50,40,40,70,40,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png
Drizzile,water,,65,60,55,95,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png
Inteleon,water,,70,85,65,125,65,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png
Skwovet,normal,,70,55,55,35,35,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png
Greedent,normal,,120,95,95,55,75,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png
Rookidee,flying,,38,47,35,33,35,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png
Corvisquire,flying,,68,67,55,43,55,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png
Corviknight,flying,steel,98,87,105,53,85,67,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png
Blipbug,bug,,25,20,20,25,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png
Dottler,bug,psychic,50,35,80,50,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png
Orbeetle,bug,psychic,60,45,110,80,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png
Nickit,dark,,40,28,28,47,52,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png
Thievul,dark,,70,58,58,87,92,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png
Gossifleur,grass,,40,40,60,40,60,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png
Eldegoss,grass,,60,50,90,80,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png
Wooloo,normal,,42,40,55,40,45,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png
Dubwool,normal,,72,80,100,60,90,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png
Chewtle,water,,50,64,50,38,38,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png
Drednaw,water,rock,90,115,90,48,68,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png
Yamper,electric,,59,45,50,40,50,26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png
Boltund,electric,,69,90,60,90,60,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png
Rolycoly,rock,,30,40,50,40,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png
Carkol,rock,fire,80,60,90,60,70,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png
Coalossal,rock,fire,110,80,120,80,90,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png
Applin,grass,dragon,40,40,80,40,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png
Flapple,grass,dragon,70,110,80,95,60,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png
Appletun,grass,dragon,110,85,80,100,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png
Silicobra,ground,,52,57,75,35,50,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png
Sandaconda,ground,,72,107,125,65,70,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png
Cramorant,flying,water,70,85,55,85,95,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png
Arrokuda,water,,41,63,40,40,30,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png
Barraskewda,water,,61,123,60,60,50,136,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png
Toxel,electric,poison,40,38,35,54,35,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png
Toxtricity-Amped,electric,poison,75,98,70,114,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png
Sizzlipede,fire,bug,50,65,45,50,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png
Centiskorch,fire,bug,100,115,65,90,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png
Clobbopus,fighting,,50,68,60,50,50,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png
Grapploct,fighting,,80,118,90,70,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png
Sinistea,ghost,,40,45,45,74,54,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png
Polteageist,ghost,,60,65,65,134,114,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png
Hatenna,psychic,,42,30,45,56,53,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png
Hattrem,psychic,,57,40,65,86,73,49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png
Hatterene,psychic,fairy,57,90,95,136,103,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png
Impidimp,dark,fairy,45,45,30,55,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png
Morgrem,dark,fairy,65,60,45,75,55,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png
Grimmsnarl,dark,fairy,95,120,65,95,75,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png
Obstagoon,dark,normal,93,90,101,60,81,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png
Perrserker,steel,,70,110,100,50,60,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png
Cursola,ghost,,60,95,50,145,130,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png
Sirfetchd,fighting,,62,135,95,68,82,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png
Mr-Rime,ice,psychic,80,85,75,110,100,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png
Runerigus,ground,ghost,58,95,145,50,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png
Milcery,fairy,,45,40,40,50,61,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png
Alcremie,fairy,,65,60,75,110,121,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png
Falinks,fighting,,65,100,100,70,60,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/870.png
Pincurchin,electric,,48,101,95,91,85,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/871.png
Snom,ice,bug,30,25,35,45,30,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/872.png
Frosmoth,ice,bug,70,65,60,125,90,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/873.png
Stonjourner,rock,,100,125,135,20,20,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/874.png
Eiscue-Ice,ice,,75,80,110,65,90,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/875.png
Indeedee-Male,psychic,normal,60,65,55,105,95,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png
Morpeko-Full-Belly,electric,dark,58,95,58,70,58,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png
Cufant,steel,,72,80,49,40,49,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png
Copperajah,steel,,122,130,69,80,69,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png
Dracozolt,electric,dragon,90,100,90,80,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png
Arctozolt,electric,ice,90,100,90,90,80,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png
Dracovish,water,dragon,90,90,100,70,80,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png
Arctovish,water,ice,90,90,100,80,90,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png
