hp_diff,attack_diff,defense_diff,sp_atk_diff,sp_def_diff,speed_diff,speed_advantage,base_stat_total_diff,p1_type_advantage,p2_type_advantage,type_advantage_diff,p1_effective_power,p2_effective_power,effective_power_diff,effective_power_ratio,p1_best_move_multiplier,p2_best_move_multiplier,best_move_multiplier_diff,p1_ttk_estimate,p2_ttk_estimate,ttk_diff,label
-55,-59,-45,-40,-40,-71,-1,-310,0.5,2.0,-1.5,26.23157894736842,140.39999999999998,-114.16842105263156,0.1868346078872395,2.0,2.0,0.0,8.005617977528091,0.7122507122507123,-7.293367265277379,0
5,75,60,20,20,5,1,185,2.0,1.0,1.0,188.39999999999998,43.111111111111114,145.28888888888886,4.370103092783505,2.0,2.0,0.0,0.5307855626326965,2.551546391752577,2.0207608291198804,1
3,-35,-15,-15,-45,37,1,-70,1.0,0.0,1.0,45.323076923076925,109.6,-64.27692307692307,0.4135317237507019,1.0,2.0,-1.0,2.868295994568907,1.2408759124087592,-1.6274200821601479,0
-29,-37,-18,-27,-21,-24,-1,-156,1.0,1.0,0.0,50.11384615384616,117.0,-66.88615384615383,0.42832347140039456,1.0,1.0,0.0,2.913366488610548,0.7521367521367521,-2.161229736473796,0
-50,-28,-45,-25,-25,15,1,-158,1.0,2.0,-1.0,50.519999999999996,205.14285714285714,-154.62285714285713,0.24626740947075207,1.0,2.0,-1.0,3.9588281868566906,0.48746518105849584,-3.4713630057981946,0
30,20,12,85,15,95,1,257,1.0,1.0,0.0,80.52307692307693,42.599999999999994,37.923076923076934,1.8902130733116653,1.0,1.0,0.0,1.7386320213985478,4.694835680751174,2.956203659352626,1
21,30,-5,37,-68,6,1,21,1.0,0.5,0.5,143.28,96.19047619047619,47.08952380952381,1.4895445544554455,2.0,2.0,0.0,0.7677275265214963,1.5801980198019803,0.8124704932804839,1
10,25,40,-50,-15,-30,-1,-20,0.0,1.0,-1.0,60.66666666666667,168.26666666666668,-107.60000000000001,0.36053882725832015,1.0,2.0,-1.0,1.3186813186813187,0.5942947702060222,-0.7243865484752965,0
10,50,35,-65,10,-10,-1,30,1.0,1.0,0.0,108.60000000000001,100.8,7.800000000000011,1.0773809523809526,1.0,2.0,-1.0,2.209944751381215,2.5793650793650795,0.36942032798386437,0
-21,-35,-8,50,63,17,1,66,2.0,0.5,1.5,232.28571428571428,61.91489361702128,170.370820668693,3.7516936671575847,2.0,1.0,1.0,0.6457564575645757,1.7443298969072165,1.098573439342641,1
-30,-13,-18,2,-13,15,1,-57,1.0,1.0,0.0,47.83018867924528,159.36,-111.52981132075473,0.3001392361900432,1.0,4.0,-3.0,2.9270216962524653,0.502008032128514,-2.4250136641239513,0
-45,-54,-166,-15,-55,-30,-1,-365,0.5,1.0,-0.5,14.32,158.2941176470588,-143.97411764705882,0.09046451133407656,1.0,1.0,0.0,11.1731843575419,0.44221479004087705,-10.730969567501022,0
-59,-23,-38,2,-33,-1,-1,-152,1.0,1.0,0.0,127.76091954022988,82.78666666666666,44.974252873563216,1.5432547858781192,4.0,1.0,3.0,1.5497696847560098,0.966339185053954,-0.5834304997020558,0
-12,66,-66,41,-66,42,1,5,1.0,0.5,0.5,85.81395348837208,44.24,41.57395348837208,1.9397367425038896,2.0,1.0,1.0,1.3284552845528457,2.034358047016275,0.7059027624634293,1
-65,-50,-45,0,-40,0,0,-200,1.0,1.0,0.0,32.7,146.31428571428572,-113.61428571428571,0.2234915055653193,1.0,1.0,0.0,6.422018348623853,0.5467682093341144,-5.875250139289738,0
18,10,85,55,45,20,1,233,1.0,1.0,0.0,115.46666666666665,23.114285714285714,92.35238095238094,4.9954676555418205,2.0,1.0,1.0,0.6928406466512703,5.018541409147096,4.325700762495825,1
-40,-25,-15,3,-12,24,1,-65,2.0,2.0,0.0,69.36,170.26666666666668,-100.90666666666668,0.40736100234925604,2.0,2.0,0.0,3.748558246828143,1.05716523101018,-2.6913930158179626,0
-91,-30,35,40,50,5,1,9,1.0,0.5,0.5,84.6,41.775999999999996,42.824,2.0250861738797394,1.0,1.0,0.0,4.0189125295508275,3.7820758330141713,-0.23683669653665618,1
-56,-75,-9,-31,1,-25,-1,-195,2.0,1.0,1.0,35.8164705882353,75.52747252747254,-39.71100193923724,0.47421778314119184,2.0,1.0,1.0,5.5840231244251735,1.1651389495125852,-4.418884174912588,0
-5,51,15,-24,0,-10,-1,27,1.0,0.5,0.5,84.37411764705882,90.04444444444445,-5.670326797385627,0.937027466465362,1.0,2.0,-1.0,1.7777963691123566,1.554787759131293,-0.22300860998106353,0
30,40,95,-55,5,-55,-1,60,0.25,1.0,-0.75,108.60000000000001,34.733333333333334,73.86666666666667,3.126679462571977,1.0,0.5,0.5,0.8287292817679557,4.318618042226487,3.4898887604585314,1
-35,60,-5,20,-5,60,1,95,1.0,0.0,1.0,59.32,64.34285714285716,-5.022857142857156,0.9219360568383658,1.0,2.0,-1.0,3.034389750505732,1.709591474245115,-1.3247982762606167,0
25,95,30,55,10,75,1,290,1.0,1.0,0.0,223.0,38.199999999999996,184.8,5.837696335078535,1.0,1.0,0.0,0.35874439461883406,3.403141361256545,3.0443969666377106,1
8,-15,-87,33,63,20,1,22,0.5,1.0,-0.5,45.324,92.66037735849056,-47.336377358490566,0.4891411117898595,0.5,1.0,-0.5,2.6476039184537994,1.4677255141519039,-1.1798784043018955,0
15,20,-15,50,55,45,1,170,0.5,1.0,-0.5,177.94285714285715,41.016000000000005,136.92685714285716,4.338376661372565,4.0,1.0,3.0,0.6743737957610789,3.6571094207138675,2.9827356249527885,1
10,-40,-25,-40,-25,-43,-1,-163,0.5,2.0,-1.5,22.773333333333333,132.72,-109.94666666666666,0.17158931082981715,2.0,2.0,0.0,5.269320843091335,1.0548523206751055,-4.2144685224162295,0
-15,80,31,0,-5,-81,-1,10,1.0,1.0,0.0,53.55555555555556,34.2,19.355555555555554,1.5659519168291098,1.0,1.0,0.0,4.2946058091286305,5.847953216374268,1.5533474072456377,1
63,56,18,33,22,38,1,230,1.0,1.0,0.0,129.6156862745098,44.950684931506856,84.66500134300296,2.8835085932953053,2.0,1.0,1.0,0.6326394771874622,4.627293228500029,3.9946537513125673,1
7,36,-8,-59,-25,0,0,-49,1.0,1.0,0.0,84.23076923076923,131.89333333333335,-47.66256410256412,0.6386279511026781,1.0,2.0,-1.0,1.852054794520548,1.2889203396684188,-0.5631344548521293,0
-55,0,-55,-55,-55,-90,-1,-310,0.5,1.0,-0.5,37.2,240.66666666666669,-203.4666666666667,0.15457063711911356,1.0,2.0,-1.0,5.376344086021505,0.3739612188365651,-5.00238286718494,0
20,-20,41,40,51,-15,-1,117,0.5,2.0,-1.5,54.148148148148145,80.54117647058823,-26.39302832244008,0.6723039136127071,1.0,2.0,-1.0,1.292749658002736,1.3657610283377155,0.07301137033497951,0
-38,-56,-75,-66,0,5,1,-230,0.5,1.0,-0.5,65.952,119.16,-53.208,0.5534743202416919,2.0,1.0,1.0,3.032508491023775,1.0406176569318564,-1.9918908340919186,0
-30,-32,0,-32,-10,20,1,-84,2.0,1.0,1.0,90.48,67.768,22.712000000000003,1.3351434305276828,2.0,1.0,1.0,1.989389920424403,1.7707472553417543,-0.21864266508264874,0
38,50,42,27,46,28,1,231,1.0,1.0,0.0,100.77777777777777,41.544,59.233777777777775,2.425808246143313,1.0,1.0,0.0,1.2304299889746417,4.814172925091469,3.5837429361168276,1
-25,-7,-10,20,-10,27,1,-5,1.0,1.0,0.0,60.24631578947368,71.32941176470587,-11.08309597523219,0.8446209536706686,1.0,1.0,0.0,3.1537198168920577,1.9627247237341254,-1.1909950931579323,0
10,20,8,-12,-14,-1,-1,11,1.0,0.5,0.5,77.04878048780488,29.366666666666667,47.68211382113821,2.623681514908225,1.0,0.5,0.5,2.0766065210509654,6.129398410896708,4.052791889845743,1
162,-83,-155,-53,17,-38,-1,-150,0.0,1.0,-1.0,16.0,932.28,-916.28,0.01716222594070451,1.0,1.0,0.0,11.0,0.5363195606470159,-10.463680439352984,0
17,5,35,66,53,-1,-1,175,2.0,2.0,0.0,460.08000000000004,62.86153846153846,397.2184615384616,7.318942731277534,2.0,2.0,0.0,0.1738828029907842,1.813509544787078,1.6396267417962938,1
-86,-93,-60,-77,-63,-59,-1,-438,1.0,0.5,0.5,48.239999999999995,133.74857142857144,-85.50857142857144,0.360676749551397,2.0,1.0,1.0,5.223880597014926,0.5981372297701444,-4.625743367244781,0
21,36,-51,16,-36,30,1,16,1.0,1.0,0.0,73.86259541984732,130.07999999999998,-56.21740458015266,0.5678243805338817,2.0,2.0,0.0,2.003720545680033,1.460639606396064,-0.543080939283969,0
-25,10,0,4,0,20,1,9,1.0,1.0,0.0,95.4,122.50666666666666,-27.106666666666655,0.7787331301697867,1.0,2.0,-1.0,1.991614255765199,1.1427949499346974,-0.8488193058305016,0
-25,-24,-23,21,-23,0,0,-74,4.0,0.5,3.5,260.7466666666666,93.31343283582089,167.43323383084572,2.794310087438686,4.0,2.0,2.0,0.7670280220904072,1.607485604606526,0.8404575825161188,1
-5,-22,0,-30,-4,-49,-1,-110,1.0,1.0,0.0,60.528358208955225,84.17014925373134,-23.641791044776113,0.7191190552186404,1.0,1.0,0.0,2.3790501553484242,1.592013334751924,-0.7870368205965002,0
-45,0,20,-40,-20,40,1,-45,1.0,1.0,0.0,38.199999999999996,126.68571428571428,-88.4857142857143,0.3015336039693279,1.0,2.0,-1.0,5.759162303664922,1.0261614794767704,-4.733000824188152,0
-33,-60,15,-20,15,-82,-1,-165,2.0,0.0,2.0,90.48,67.98461538461538,22.495384615384623,1.330889341479973,2.0,1.0,1.0,1.5030946065428823,1.029644715999095,-0.4734498905437874,0
17,-28,-6,-18,12,-80,-1,-103,1.0,1.0,0.0,71.06746987951807,72.4736842105263,-1.4062143310082291,0.9805968973934958,1.0,1.0,0.0,2.7860848336893502,3.2011619462599863,0.41507711257063606,1
20,35,-35,65,-35,80,1,130,0.5,0.25,0.25,41.58461538461539,24.23157894736842,17.35303643724697,1.7161331283833459,1.0,1.0,0.0,2.645209027007029,6.190269331016508,3.5450603040094792,1
5,24,6,-35,11,54,1,65,1.0,0.5,0.5,77.27384615384615,177.04225352112678,-99.76840736728063,0.4364712073924484,1.0,2.0,-1.0,2.5881978179501473,1.1861575178997612,-1.402040300050386,0
15,-20,-5,-5,-5,25,1,5,0.5,0.5,0.0,37.2,59.2,-22.0,0.6283783783783784,1.0,1.0,0.0,2.9569892473118276,2.364864864864865,-0.5921243824469626,0
20,20,6,-60,5,-43,-1,-52,1.0,0.5,0.5,57.73333333333333,58.86153846153846,-1.1282051282051313,0.9808328977173724,1.0,1.0,0.0,2.424942263279446,3.0580240460010457,0.6330817827215998,1
-10,-63,-63,-63,-63,1,1,-261,1.0,1.0,0.0,17.177777777777777,110.94666666666666,-93.76888888888888,0.15482914713776388,1.0,1.0,0.0,5.821474773609315,0.7210671794255499,-5.100407594183765,0
5,-65,5,20,65,-60,-1,-30,2.0,2.0,0.0,118.64,164.39999999999998,-45.75999999999998,0.7216545012165451,2.0,2.0,0.0,1.3486176668914363,1.0340632603406328,-0.31455440655080347,0
-55,45,40,100,-10,65,1,185,0.0,0.0,0.0,531.0,11.6,519.4,45.775862068965516,1.0,1.0,0.0,0.3766478342749529,7.758620689655173,7.381972855380219,1
45,28,35,8,60,-3,-1,173,1.0,1.0,0.0,97.44,32.84347826086956,64.59652173913044,2.9667990468625898,2.0,1.0,1.0,0.8210180623973727,5.176065660577178,4.355047598179805,1
-11,-66,21,-26,31,-59,-1,-110,1.0,0.5,0.5,69.44,116.51162790697674,-47.071627906976744,0.5959920159680638,4.0,2.0,2.0,1.9585253456221199,0.9784431137724551,-0.9800822318496648,0
-60,0,-10,-30,-35,20,1,-115,2.0,0.5,1.5,67.13684210526316,155.6,-88.46315789473684,0.4314707076173725,2.0,2.0,0.0,3.8726873628096583,0.8997429305912596,-2.972944432218399,0
10,10,55,-35,55,-25,-1,70,1.0,1.0,0.0,69.88000000000001,65.68695652173912,4.19304347826089,1.0638337304739214,1.0,2.0,-1.0,1.717229536348025,2.1313211543553088,0.4140916180072838,1
-30,-65,-15,45,-15,-25,-1,-105,0.5,1.0,-0.5,40.13333333333333,311.06666666666666,-270.93333333333334,0.12901843120445777,1.0,2.0,-1.0,3.9867109634551494,0.3214744963566224,-3.665236467098527,0
20,50,-5,-3,5,-33,-1,34,1.0,1.0,0.0,74.65714285714286,71.99199999999999,2.665142857142868,1.0370199863476897,1.0,1.0,0.0,2.0091848450057403,2.639182131347928,0.6299972863421877,0
-20,20,-10,40,10,10,1,50,1.0,0.5,0.5,88.29230769230769,62.84,25.452307692307684,1.405033540615972,1.0,1.0,0.0,2.151942847185921,2.387014640356461,0.23507179317053994,1
25,5,-30,15,-25,5,1,-5,1.0,0.5,0.5,53.6,58.578947368421055,-4.9789473684210535,0.9150044923629829,1.0,1.0,0.0,1.4925373134328357,2.219227313566936,0.7266900001341003,1
-5,2,26,15,-4,16,1,50,0.5,1.0,-0.5,43.404761904761905,61.13932584269663,-17.734563937934723,0.7099319677884018,0.5,1.0,-0.5,2.995063082830499,1.9627301797331569,-1.032332903097342,0
-62,-70,-9,-20,-9,30,1,-140,0.5,1.0,-0.5,24.456521739130437,117.4,-92.94347826086957,0.20831790237760167,0.5,1.0,-0.5,9.976888888888888,1.0221465076660987,-8.95474238122279,0
35,47,50,47,5,53,1,237,1.0,1.0,0.0,93.51428571428572,35.120000000000005,58.394285714285715,2.6627074520013014,1.0,1.0,0.0,1.8179040635502597,6.833712984054669,5.015808920504409,1
21,-18,6,67,16,-31,-1,61,1.0,1.0,0.0,153.0,54.03999999999999,98.96000000000001,2.831236121391562,1.0,1.0,0.0,0.5751633986928104,2.4056254626202818,1.8304620639274714,1
-5,20,5,35,35,30,1,120,1.0,0.5,0.5,120.33333333333334,61.2,59.13333333333334,1.9662309368191722,1.0,2.0,-1.0,0.9141274238227146,1.6339869281045751,0.7198595042818605,1
-24,-29,-70,4,-23,17,1,-125,2.0,0.5,1.5,115.82400000000001,111.64615384615385,4.177846153846161,1.037420421661844,2.0,1.0,1.0,1.5195468987429201,1.1464792614027834,-0.3730676373401367,1
-18,1,4,-67,-12,-74,-1,-166,2.0,1.0,1.0,83.44000000000001,62.550000000000004,20.890000000000008,1.3339728217426061,2.0,0.5,1.5,1.629913710450623,1.5987210231814548,-0.03119268726916813,0
60,-20,-26,-20,-96,0,0,-102,1.0,1.0,0.0,63.34285714285714,147.40740740740742,-84.06455026455028,0.4297128499641062,1.0,2.0,-1.0,2.841677943166441,2.0351758793969847,-0.8065020637694564,0
26,-29,-53,76,36,66,1,122,1.0,0.5,0.5,133.38367346938776,62.876288659793815,70.50738480959394,2.1213668349779655,1.0,1.0,0.0,0.884665993451452,2.7037219216264963,1.8190559281750442,1
-10,15,-5,-25,-40,-5,-1,-70,0.25,0.5,-0.25,44.74285714285715,164.39999999999998,-119.65714285714283,0.27215849843587075,1.0,2.0,-1.0,3.5759897828863343,0.8515815085158152,-2.724408274370519,0
5,-18,-1,27,3,4,1,20,0.5,1.0,-0.5,124.4780487804878,80.44000000000001,44.038048780487784,1.5474645547052186,2.0,1.0,1.0,1.365702641272827,2.2376926902038785,0.8719900489310515,1
40,40,85,40,100,10,1,315,1.0,1.0,0.0,170.2,25.338461538461537,144.86153846153846,6.717061323618701,1.0,1.0,0.0,0.35252643948296125,5.525197328476017,5.172670888993056,1
-60,-7,53,-68,2,-65,-1,-145,0.0,0.0,0.0,34.0,54.987692307692306,-20.987692307692306,0.6183201835375749,1.0,1.0,0.0,5.882352941176471,1.4548710200884114,-4.427481921088059,0
10,-40,36,60,1,-57,-1,10,2.0,1.0,1.0,91.0,45.24,45.76,2.0114942528735633,1.0,1.0,0.0,1.3186813186813187,3.094606542882405,1.7759252242010863,1
-3,-10,0,-5,20,3,1,5,0.5,2.0,-1.5,134.72,81.42857142857143,53.29142857142857,1.654456140350877,4.0,2.0,2.0,1.009501187648456,1.5964912280701753,0.5869900404217192,1
99,-17,38,43,53,15,1,231,0.5,0.5,0.0,87.65333333333334,60.25301204819277,27.400321285140564,1.454754382456842,1.0,1.0,0.0,0.0228171585031944,3.3193361327734454,3.296518974270251,1
-30,-20,-5,5,20,30,1,0,2.0,1.0,1.0,76.39999999999999,60.599999999999994,15.799999999999997,1.2607260726072607,2.0,1.0,1.0,1.5706806282722514,0.9900990099009902,-0.5805816183712612,1
7,32,34,14,-6,35,1,116,1.0,1.0,0.0,78.7323076923077,69.62711864406779,9.105189048239907,1.130770728784361,2.0,2.0,0.0,1.905189932780991,2.355404089581305,0.4502141568003142,1
-49,0,-51,-3,-58,-59,-1,-220,1.0,1.0,0.0,31.46608695652174,84.28070175438596,-52.81461479786422,0.37334865872642364,1.0,2.0,-1.0,7.3094566959597636,1.566194837635304,-5.743261858324459,0
-18,19,50,-6,5,5,1,55,0.5,0.5,0.0,75.6,77.57333333333332,-1.9733333333333292,0.974561705053283,1.0,2.0,-1.0,1.26984126984127,0.7734616706772087,-0.49637959916406127,0
-8,49,25,-21,-30,-30,-1,-15,1.0,2.0,-1.0,60.66666666666667,128.1942857142857,-67.52761904761904,0.4732400225847672,1.0,2.0,-1.0,2.4065934065934065,1.014085762681644,-1.3925076439117625,0
-55,-20,-25,-10,10,75,1,-25,1.0,1.0,0.0,48.93333333333333,86.48,-37.546666666666674,0.5658341042244834,1.0,1.0,0.0,3.6784741144414173,0.8094357076780758,-2.8690384067633414,0
25,80,165,-25,-5,-15,-1,225,2.0,0.5,1.5,780.4,38.9,741.5,20.061696658097688,2.0,0.5,1.5,0.11532547411583803,3.5989717223650386,3.4836462482492005,1
-58,-61,-3,-81,34,-57,-1,-226,1.0,1.0,0.0,29.93877551020408,55.400000000000006,-25.461224489795924,0.5404111102924923,1.0,1.0,0.0,8.417177914110429,2.454873646209386,-5.962304267901043,0
6,-40,-47,58,68,7,1,52,1.0,1.0,0.0,71.76279069767442,84.52941176470588,-12.766621067031465,0.848968296353838,1.0,1.0,0.0,2.0066109274742367,1.8455114822546972,-0.16109944521953956,0
60,8,55,60,55,0,0,238,2.0,1.0,1.0,292.62857142857143,45.24,247.38857142857142,6.468359226979916,2.0,1.0,1.0,0.34173013083382153,4.862953138815207,4.521223007981386,1
-10,-30,16,-30,-44,-25,-1,-123,0.5,0.5,0.0,52.73913043478261,67.37142857142857,-14.632298136645957,0.7828115204484273,1.0,1.0,0.0,2.2753503709810388,1.4843087362171332,-0.7910416347639055,0
10,10,-5,-7,42,15,1,65,0.5,1.0,-0.5,76.2051282051282,110.08,-33.874871794871794,0.6922704233750745,2.0,4.0,-2.0,1.8371467025572006,1.4534883720930232,-0.3836583304641774,1
-25,-35,10,35,40,35,1,60,0.0,1.0,-1.0,189.04,58.32,130.72,3.241426611796982,2.0,1.0,1.0,1.0050782903089295,2.400548696844993,1.3954704065360635,1
-24,2,-40,-5,-40,67,1,-40,1.0,2.0,-1.0,41.80307692307692,104.05714285714285,-62.25406593406593,0.4017319308917332,1.0,2.0,-1.0,4.784336817311939,1.4607358594179023,-3.3236009578940364,0
64,46,18,17,19,18,1,182,0.0,1.0,-1.0,122.63703703703705,56.52328767123288,66.11374936580417,2.169672750643135,2.0,1.0,1.0,0.6523314810340661,3.67989918084436,3.027567699810294,1
-20,-25,-30,-54,-29,15,1,-143,1.0,1.0,0.0,111.60000000000001,197.03225806451613,-85.43225806451612,0.5664047151277014,2.0,2.0,0.0,1.075268817204301,0.4060248853962017,-0.6692439318080994,0
-15,35,25,-20,-30,5,1,0,1.0,1.0,0.0,65.11764705882352,87.2,-22.08235294117648,0.7467620075553156,1.0,2.0,-1.0,2.764227642276423,1.7201834862385321,-1.044044156037891,0
3,30,-20,-85,-5,52,1,-25,1.0,2.0,-1.0,61.66666666666667,149.82857142857142,-88.16190476190475,0.41158148995677607,1.0,2.0,-1.0,2.497297297297297,1.0678871090770405,-1.4294101882202566,0
20,22,22,13,18,0,0,95,1.0,1.0,0.0,64.85714285714286,38.45142857142858,26.405714285714282,1.6867290830732646,1.0,1.0,0.0,1.2334801762114536,3.1208203299152912,1.8873401537038377,1
2,25,-30,23,27,5,1,52,0.5,0.5,0.0,60.33142857142857,130.8,-70.46857142857144,0.4612494539100043,1.0,2.0,-1.0,1.6575108922144346,0.7951070336391437,-0.8624038585752909,0
-11,-45,5,-65,-15,-49,-1,-180,0.5,1.0,-0.5,22.342105263157894,66.36,-44.01789473684211,0.33668030836585133,0.5,1.0,-0.5,6.355712603062426,1.8083182640144666,-4.54739433904796,0
15,-20,25,-40,-10,0,0,-30,1.0,1.0,0.0,78.4,63.34285714285714,15.057142857142864,1.2377086152458279,4.0,1.0,3.0,2.0408163265306123,2.999548940009021,0.9587326134784089,1
0,65,0,40,40,60,1,205,2.0,0.5,1.5,280.56,14.8,265.76,18.956756756756757,2.0,1.0,1.0,0.35642999714856,6.756756756756756,6.4003267596081965,1
82,33,-17,-15,-2,-21,-1,60,1.0,2.0,-1.0,62.135999999999996,110.62222222222222,-48.486222222222224,0.5616954600241061,1.0,2.0,-1.0,2.317497103128621,2.784250703093612,0.4667535999649908,1
-20,-18,108,-93,28,-80,-1,-75,2.0,1.0,1.0,97.51999999999998,56.565217391304344,40.95478260869564,1.7240276710222904,2.0,1.0,1.0,1.6406890894175556,2.121445042275173,0.4807559528576175,1
20,40,20,24,-26,-10,-1,68,1.0,1.0,0.0,98.03999999999999,45.245714285714286,52.79428571428571,2.166835059358424,1.0,1.0,0.0,2.0399836801305593,5.304369790351099,3.2643861102205394,1
36,55,0,67,30,97,1,285,0.0,2.0,-2.0,147.616,86.256,61.360000000000014,1.7113708031905028,2.0,2.0,0.0,0.7045306741816605,2.0404377666481173,1.335907092466457,1
25,45,58,47,71,-21,-1,225,1.0,0.5,0.5,126.75,32.617886178861795,94.1321138211382,3.88590478564307,1.0,2.0,-1.0,0.631163708086785,3.9855433698903284,3.3543796618035433,1
-60,-60,-65,-45,-60,-30,-1,-320,0.5,0.5,0.0,48.239999999999995,180.0,-131.76,0.26799999999999996,2.0,2.0,0.0,4.1459369817578775,0.4444444444444444,-3.701492537313433,0
6,32,11,-11,-29,-2,-1,7,1.0,1.0,0.0,65.17948717948718,67.416,-2.2365128205128144,0.9668251925282898,1.0,1.0,0.0,1.3501180173092053,1.4833274000237333,0.13320938271452798,0
16,53,22,55,27,39,1,212,1.0,1.0,0.0,100.41971830985916,46.35157894736842,54.06813936249075,2.1664789116220695,1.0,1.0,0.0,2.190804791158237,5.4367079983649,3.245903207206663,1
-12,-44,-73,19,-62,52,1,-120,4.0,0.5,3.5,144.9103448275862,59.04827586206897,85.86206896551721,2.454099509460406,4.0,1.0,3.0,1.021321149819151,2.0999766409717355,1.0786554911525845,1
45,-4,-15,56,65,38,1,185,0.5,0.5,0.0,54.300000000000004,42.675555555555555,11.62444444444445,1.2723911685065612,0.5,1.0,-0.5,2.025782688766114,4.6865236409081446,2.6607409521420307,1
-11,5,-36,-36,-5,-30,-1,-113,0.5,0.25,0.25,78.8,117.57866666666666,-38.778666666666666,0.6701896035562007,2.0,2.0,0.0,1.8020304568527918,1.0205933049079199,-0.781437151944872,0
55,-35,25,95,35,30,1,205,1.0,1.0,0.0,174.13333333333333,69.69473684210526,104.43859649122807,2.4985148265619497,2.0,1.0,1.0,0.9762633996937213,4.017520012082767,3.041256612389046,1
-27,23,32,1,26,24,1,79,1.0,1.0,0.0,143.29714285714283,63.59016393442623,79.7069789227166,2.2534482377637826,1.0,1.0,0.0,1.8144116122343186,3.239494715132766,1.4250831028984474,1
4,-30,-20,-40,-20,-72,-1,-178,1.0,1.0,0.0,45.06666666666667,102.0,-56.93333333333333,0.44183006535947716,2.0,1.0,1.0,2.4408284023668636,1.1568627450980393,-1.2839656572688243,0
-33,0,24,92,52,24,1,159,1.0,1.0,0.0,134.52,25.205607476635514,109.31439252336449,5.336907675194661,1.0,1.0,0.0,2.5275052036871837,10.870596959584724,8.34309175589754,1
-5,-29,14,-38,20,-47,-1,-85,1.0,0.5,0.5,103.3943661971831,137.83736263736265,-34.44299644017954,0.7501185761164345,1.0,2.0,-1.0,1.6055033374199699,1.131768607691817,-0.4737347297281529,0
-48,-52,-87,-24,-40,-29,-1,-280,0.5,0.5,0.0,50.93333333333333,164.41714285714286,-113.48380952380953,0.3097811605787833,2.0,1.0,1.0,3.455497382198953,0.4865672679247906,-2.9689301142741624,0
40,16,66,-2,-12,-25,-1,83,2.0,0.25,1.75,218.82461538461536,77.0566037735849,141.76801161103046,2.8397905522489264,2.0,2.0,0.0,0.685480469079558,2.984818805093046,2.2993383360134882,1
5,25,-35,15,0,55,1,65,4.0,0.25,3.75,183.60000000000002,97.86666666666666,85.73333333333336,1.876021798365123,4.0,2.0,2.0,0.65359477124183,1.3283378746594006,0.6747431034175706,1
-12,-2,-52,-47,-22,-17,-1,-152,1.0,1.0,0.0,28.344,107.5,-79.156,0.2636651162790698,1.0,1.0,0.0,4.233700254022015,0.8930232558139535,-3.3406769982080613,0
2,-56,-15,64,22,18,1,35,1.0,0.0,1.0,311.6093023255814,70.584,241.02530232558138,4.414730000079074,4.0,1.0,3.0,0.5648098393933967,2.550153009180551,1.9853431697871542,1
28,15,10,30,27,3,1,113,1.0,1.0,0.0,115.1578947368421,27.369230769230768,87.78866396761133,4.207567823437176,2.0,1.0,1.0,0.7294332723948812,5.115233277121979,4.3858000047270975,1
70,5,-35,40,30,20,1,130,0.5,1.0,-0.5,136.97777777777776,65.69999999999999,71.27777777777777,2.084897683071199,2.0,1.0,1.0,0.8030499675535367,3.805175038051751,3.002125070498214,1
81,74,35,1,25,-1,-1,215,0.5,0.0,0.5,61.6,64.08,-2.479999999999997,0.9612983770287141,2.0,2.0,0.0,1.5909090909090908,4.057428214731585,2.4665191238224944,1
-36,-32,-35,5,5,38,1,-55,1.0,1.0,0.0,65.6,124.49600000000001,-58.896000000000015,0.5269245598252151,2.0,1.0,1.0,1.402439024390244,0.16064773165402904,-1.241791292736215,0
89,-35,30,30,45,-10,-1,149,0.0,1.0,-1.0,72.4,66.36,6.040000000000006,1.091018685955395,1.0,1.0,0.0,0.027624309392265192,2.7124773960216997,2.6848530866294347,1
-17,32,0,-53,25,-1,-1,-14,2.0,1.0,1.0,124.80000000000001,54.794285714285714,70.0057142857143,2.277609761184691,2.0,1.0,1.0,1.1538461538461537,2.007508603608301,0.8536624497621474,1
10,-25,40,10,50,0,0,85,0.5,2.0,-1.5,138.0,85.19999999999999,52.80000000000001,1.6197183098591552,2.0,2.0,0.0,0.5797101449275363,1.1737089201877935,0.5939987752602572,1
-8,15,55,-60,-15,-35,-1,-48,1.0,1.0,0.0,48.93333333333333,75.6,-26.666666666666664,0.6472663139329806,1.0,1.0,0.0,2.656675749318801,1.5079365079365081,-1.148739241382293,0
12,-3,13,35,25,27,1,109,2.0,0.5,1.5,217.20000000000002,39.62758620689655,177.57241379310346,5.48103028193526,2.0,1.0,1.0,0.432780847145488,2.9777236338322313,2.544942786686743,1
7,35,15,-70,-25,-47,-1,-85,0.0,1.0,-1.0,58.32,158.53333333333333,-100.21333333333334,0.3678721614802355,1.0,2.0,-1.0,2.400548696844993,0.9714045416316233,-1.4291441552133697,0
40,70,30,-25,-5,-10,-1,100,1.0,1.0,0.0,155.53333333333333,73.39999999999999,82.13333333333334,2.1189827429609447,1.0,1.0,0.0,0.6429489927132448,2.452316076294278,1.8093670835810334,1
-38,-35,-15,-30,-10,-42,-1,-170,0.25,0.5,-0.25,88.45714285714286,138.0,-49.542857142857144,0.6409937888198758,4.0,2.0,2.0,1.7635658914728682,0.5797101449275363,-1.183855746545332,0
